fixed,noise,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_steps,train step,xentropy,rmse,accuracy
False,True,10,0.005,100,100,0.99,3,2,7,1,,270,4.10952,0.0981699,0.05
False,True,10,0.005,100,100,0.99,3,2,7,1,,280,4.04581,0.098042,0.06
False,True,10,0.005,100,100,0.99,3,2,7,1,,290,4.00269,0.0978122,0.07
False,True,10,0.005,100,100,0.99,3,2,7,1,,300,3.93853,0.0974614,0.09
False,True,10,0.005,100,100,0.99,3,2,7,1,,310,4.71849,0.0984238,0.03
False,True,10,0.005,100,100,0.99,3,2,7,1,,320,4.35957,0.0973133,0.06
False,True,10,0.005,100,100,0.99,3,2,7,1,,330,3.9751,0.0953974,0.14
False,True,10,0.005,100,100,0.99,3,2,7,1,,340,3.68718,0.0945072,0.17
False,True,10,0.005,100,100,0.99,3,2,7,1,,350,3.27253,0.0918685,0.21
False,True,10,0.005,100,100,0.99,3,2,7,1,,360,2.813,0.0869594,0.34
False,True,10,0.005,100,100,0.99,3,2,7,1,,370,2.51154,0.083288,0.39
False,True,10,0.005,100,100,0.99,3,2,7,1,,380,2.06853,0.0792264,0.44
False,True,10,0.005,100,100,0.99,3,2,7,1,,390,1.75623,0.0731658,0.56
False,True,10,0.005,100,100,0.99,3,2,7,1,,400,1.23573,0.0644281,0.71
False,True,10,0.005,100,100,0.99,3,2,7,1,,410,5.07862,0.0997335,0.03
False,True,10,0.005,100,100,0.99,3,2,7,1,,420,4.43709,0.098537,0.05
False,True,10,0.005,100,100,0.99,3,2,7,1,,430,4.32874,0.0984633,0.07
False,True,10,0.005,100,100,0.99,3,2,7,1,,440,4.24554,0.0983388,0.06
False,True,10,0.005,100,100,0.99,3,2,7,1,,450,4.17381,0.0981961,0.07
False,True,10,0.005,100,100,0.99,3,2,7,1,,460,4.10647,0.0979905,0.06
False,True,10,0.005,100,100,0.99,3,2,7,1,,470,4.06557,0.0978204,0.09
False,True,10,0.005,100,100,0.99,3,2,7,1,,480,4.0238,0.0976018,0.08
False,True,10,0.005,100,100,0.99,3,2,7,1,,490,3.99893,0.0973599,0.09
False,True,10,0.005,100,100,0.99,3,2,7,1,,500,3.94501,0.0970092,0.13
False,True,10,0.005,100,100,0.99,3,2,7,1,,510,4.3804,0.0973764,0.08
False,True,10,0.005,100,100,0.99,3,2,7,1,,520,4.18077,0.0969151,0.1
False,True,10,0.005,100,100,0.99,3,2,7,1,,530,3.97283,0.0961955,0.12
False,True,10,0.005,100,100,0.99,3,2,7,1,,540,3.81411,0.095525,0.14
False,True,10,0.005,100,100,0.99,3,2,7,1,,550,3.66151,0.0945013,0.15
False,True,10,0.005,100,100,0.99,3,2,7,1,,560,3.53996,0.0932948,0.18
False,True,10,0.005,100,100,0.99,3,2,7,1,,570,3.44372,0.0928233,0.18
False,True,10,0.005,100,100,0.99,3,2,7,1,,580,3.32494,0.0918116,0.19
False,True,10,0.005,100,100,0.99,3,2,7,1,,590,3.20193,0.0910172,0.22
False,True,10,0.005,100,100,0.99,3,2,7,1,,600,3.10699,0.0902121,0.24
False,True,10,0.005,100,100,0.99,3,2,7,1,,610,4.73165,0.0992974,0.06
False,True,10,0.005,100,100,0.99,3,2,7,1,,620,4.37686,0.0967518,0.08
False,True,10,0.005,100,100,0.99,3,2,7,1,,630,4.12121,0.0952382,0.13
False,True,10,0.005,100,100,0.99,3,2,7,1,,640,3.89963,0.0940354,0.16
False,True,10,0.005,100,100,0.99,3,2,7,1,,650,3.6959,0.0932134,0.2
False,True,10,0.005,100,100,0.99,3,2,7,1,,660,3.51805,0.0924135,0.17
False,True,10,0.005,100,100,0.99,3,2,7,1,,670,3.31883,0.0914753,0.25
False,True,10,0.005,100,100,0.99,3,2,7,1,,680,3.09204,0.0888212,0.27
False,True,10,0.005,100,100,0.99,3,2,7,1,,690,2.7975,0.0864207,0.3
False,True,10,0.005,100,100,0.99,3,2,7,1,,700,2.53756,0.0847897,0.37
False,True,10,0.005,100,100,0.99,3,2,7,1,,710,4.03137,0.0966755,0.11
False,True,10,0.005,100,100,0.99,3,2,7,1,,720,3.69876,0.0921042,0.2
False,True,10,0.005,100,100,0.99,3,2,7,1,,730,3.19714,0.086713,0.3
False,True,10,0.005,100,100,0.99,3,2,7,1,,740,2.89582,0.0840124,0.35
False,True,10,0.005,100,100,0.99,3,2,7,1,,750,2.63793,0.0815921,0.36
False,True,10,0.005,100,100,0.99,3,2,7,1,,760,2.43568,0.0794245,0.43
False,True,10,0.005,100,100,0.99,3,2,7,1,,770,2.23302,0.0770769,0.46
False,True,10,0.005,100,100,0.99,3,2,7,1,,780,2.01254,0.0725209,0.57
False,True,10,0.005,100,100,0.99,3,2,7,1,,790,1.97394,0.0711305,0.58
False,True,10,0.005,100,100,0.99,3,2,7,1,,800,1.71718,0.0674117,0.6
False,True,10,0.005,100,100,0.99,3,2,7,1,,810,4.26218,0.0979963,0.09
False,True,10,0.005,100,100,0.99,3,2,7,1,,820,4.18576,0.096458,0.09
False,True,10,0.005,100,100,0.99,3,2,7,1,,830,3.93147,0.0944554,0.15
False,True,10,0.005,100,100,0.99,3,2,7,1,,840,3.57364,0.0922536,0.21
