fixed,noise,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_steps,train step,xentropy,rmse,accuracy
False,False,10,0.005,100,100,0.99,3,2,7,1,,50,49.4601,0.132333,0.08
False,False,10,0.005,100,100,0.99,3,2,7,1,,60,34.2709,0.130619,0.07
False,False,10,0.005,100,100,0.99,3,2,7,1,,70,28.9072,0.126164,0.11
False,False,10,0.005,100,100,0.99,3,2,7,1,,80,28.2408,0.122048,0.19
False,False,10,0.005,100,100,0.99,3,2,7,1,,90,18.1293,0.109605,0.35
False,False,10,0.005,100,100,0.99,3,2,7,1,,100,16.0901,0.111582,0.33
False,False,10,0.005,100,100,0.99,3,2,7,1,,110,34.0968,0.128154,0.11
False,False,10,0.005,100,100,0.99,3,2,7,1,,120,18.2449,0.122398,0.14
False,False,10,0.005,100,100,0.99,3,2,7,1,,130,13.8312,0.121891,0.1
False,False,10,0.005,100,100,0.99,3,2,7,1,,140,10.528,0.120139,0.09
False,False,10,0.005,100,100,0.99,3,2,7,1,,150,9.30502,0.114748,0.12
False,False,10,0.005,100,100,0.99,3,2,7,1,,160,6.95975,0.112762,0.07
False,False,10,0.005,100,100,0.99,3,2,7,1,,170,6.16424,0.104962,0.17
False,False,10,0.005,100,100,0.99,3,2,7,1,,180,5.69062,0.104543,0.16
False,False,10,0.005,100,100,0.99,3,2,7,1,,190,4.9437,0.101821,0.17
False,False,10,0.005,100,100,0.99,3,2,7,1,,200,4.91086,0.102097,0.14
False,False,10,0.005,100,100,0.99,3,2,7,1,,210,5.70135,0.104134,0.05
False,False,10,0.005,100,100,0.99,3,2,7,1,,220,5.5091,0.101893,0.09
False,False,10,0.005,100,100,0.99,3,2,7,1,,230,5.27806,0.102204,0.07
False,False,10,0.005,100,100,0.99,3,2,7,1,,240,4.9797,0.0992715,0.13
False,False,10,0.005,100,100,0.99,3,2,7,1,,250,4.60471,0.0980335,0.18
False,False,10,0.005,100,100,0.99,3,2,7,1,,260,4.52711,0.0976343,0.17
False,False,10,0.005,100,100,0.99,3,2,7,1,,270,4.307,0.0966538,0.16
False,False,10,0.005,100,100,0.99,3,2,7,1,,280,4.10219,0.0954253,0.21
False,False,10,0.005,100,100,0.99,3,2,7,1,,290,3.99936,0.0954241,0.22
False,False,10,0.005,100,100,0.99,3,2,7,1,,300,4.02635,0.0942709,0.24
False,False,10,0.005,100,100,0.99,3,2,7,1,,310,5.31817,0.101162,0.03
False,False,10,0.005,100,100,0.99,3,2,7,1,,320,5.06877,0.0991201,0.09
False,False,10,0.005,100,100,0.99,3,2,7,1,,330,4.63374,0.0971672,0.11
False,False,10,0.005,100,100,0.99,3,2,7,1,,340,4.54616,0.0967421,0.15
False,False,10,0.005,100,100,0.99,3,2,7,1,,350,4.39728,0.0974056,0.12
False,False,10,0.005,100,100,0.99,3,2,7,1,,360,4.08345,0.0941311,0.15
False,False,10,0.005,100,100,0.99,3,2,7,1,,370,3.99447,0.0938167,0.16
False,False,10,0.005,100,100,0.99,3,2,7,1,,380,3.8251,0.0941903,0.17
False,False,10,0.005,100,100,0.99,3,2,7,1,,390,3.79875,0.0931992,0.17
False,False,10,0.005,100,100,0.99,3,2,7,1,,400,3.56403,0.0926664,0.19
False,False,10,0.005,100,100,0.99,3,2,7,1,,410,5.0998,0.100101,0.03
False,False,10,0.005,100,100,0.99,3,2,7,1,,420,4.85314,0.1003,0.02
False,False,10,0.005,100,100,0.99,3,2,7,1,,430,4.64737,0.0986948,0.03
False,False,10,0.005,100,100,0.99,3,2,7,1,,440,4.42251,0.0989152,0.05
False,False,10,0.005,100,100,0.99,3,2,7,1,,450,4.23709,0.0979285,0.05
False,False,10,0.005,100,100,0.99,3,2,7,1,,460,4.0551,0.0977592,0.06
False,False,10,0.005,100,100,0.99,3,2,7,1,,470,3.96674,0.0976229,0.09
False,False,10,0.005,100,100,0.99,3,2,7,1,,480,3.84282,0.097207,0.11
False,False,10,0.005,100,100,0.99,3,2,7,1,,490,3.8398,0.0963129,0.19
False,False,10,0.005,100,100,0.99,3,2,7,1,,500,3.35244,0.0927691,0.19
False,False,10,0.005,100,100,0.99,3,2,7,1,,510,4.52014,0.0986137,0.06
False,False,10,0.005,100,100,0.99,3,2,7,1,,520,4.25297,0.096832,0.09
False,False,10,0.005,100,100,0.99,3,2,7,1,,530,4.25797,0.0961228,0.11
False,False,10,0.005,100,100,0.99,3,2,7,1,,540,4.09321,0.0950445,0.16
False,False,10,0.005,100,100,0.99,3,2,7,1,,550,3.89192,0.0952968,0.15
False,False,10,0.005,100,100,0.99,3,2,7,1,,560,4.01286,0.0961224,0.12
False,False,10,0.005,100,100,0.99,3,2,7,1,,570,3.72019,0.094455,0.15
False,False,10,0.005,100,100,0.99,3,2,7,1,,580,3.65181,0.0937896,0.16
False,False,10,0.005,100,100,0.99,3,2,7,1,,590,3.38243,0.0915227,0.2
False,False,10,0.005,100,100,0.99,3,2,7,1,,600,3.43064,0.092718,0.19
False,False,10,0.005,100,100,0.99,3,2,7,1,,610,4.11494,0.0964041,0.14
False,False,10,0.005,100,100,0.99,3,2,7,1,,620,3.8595,0.096443,0.15
False,False,10,0.005,100,100,0.99,3,2,7,1,,630,3.80623,0.0935736,0.19
False,False,10,0.005,100,100,0.99,3,2,7,1,,640,3.8581,0.093977,0.18
False,False,10,0.005,100,100,0.99,3,2,7,1,,650,3.54574,0.0928872,0.17
False,False,10,0.005,100,100,0.99,3,2,7,1,,660,3.40787,0.0919887,0.24
False,False,10,0.005,100,100,0.99,3,2,7,1,,670,3.23175,0.0893946,0.27
False,False,10,0.005,100,100,0.99,3,2,7,1,,680,3.28471,0.0896748,0.26
False,False,10,0.005,100,100,0.99,3,2,7,1,,690,3.10919,0.0885911,0.31
False,False,10,0.005,100,100,0.99,3,2,7,1,,700,2.91321,0.0857388,0.36
False,False,10,0.005,100,100,0.99,3,2,7,1,,710,4.04065,0.0984139,0.14
False,False,10,0.005,100,100,0.99,3,2,7,1,,720,3.75655,0.0948533,0.19
False,False,10,0.005,100,100,0.99,3,2,7,1,,730,3.16649,0.0895173,0.24
False,False,10,0.005,100,100,0.99,3,2,7,1,,740,3.15224,0.08979,0.24
False,False,10,0.005,100,100,0.99,3,2,7,1,,750,3.27967,0.0886963,0.28
False,False,10,0.005,100,100,0.99,3,2,7,1,,760,3.05365,0.0866991,0.32
False,False,10,0.005,100,100,0.99,3,2,7,1,,770,2.74684,0.0835048,0.37
False,False,10,0.005,100,100,0.99,3,2,7,1,,780,2.66851,0.0826422,0.36
False,False,10,0.005,100,100,0.99,3,2,7,1,,790,2.58707,0.084298,0.35
False,False,10,0.005,100,100,0.99,3,2,7,1,,800,2.4182,0.0805394,0.39
False,False,10,0.005,100,100,0.99,3,2,7,1,,810,3.61645,0.0939831,0.19
False,False,10,0.005,100,100,0.99,3,2,7,1,,820,3.44577,0.091404,0.28
False,False,10,0.005,100,100,0.99,3,2,7,1,,830,3.321,0.0910332,0.3
False,False,10,0.005,100,100,0.99,3,2,7,1,,840,2.81754,0.0864756,0.35
False,False,10,0.005,100,100,0.99,3,2,7,1,,850,3.05036,0.0890485,0.35
False,False,10,0.005,100,100,0.99,3,2,7,1,,860,2.33435,0.081792,0.42
False,False,10,0.005,100,100,0.99,3,2,7,1,,870,2.19644,0.0795544,0.49
False,False,10,0.005,100,100,0.99,3,2,7,1,,880,2.12827,0.0753485,0.56
False,False,10,0.005,100,100,0.99,3,2,7,1,,890,1.76748,0.073109,0.59
False,False,10,0.005,100,100,0.99,3,2,7,1,,900,1.8389,0.0715357,0.67
False,False,10,0.005,100,100,0.99,3,2,7,1,,910,3.79227,0.0951925,0.2
False,False,10,0.005,100,100,0.99,3,2,7,1,,920,3.25517,0.0896894,0.29
False,False,10,0.005,100,100,0.99,3,2,7,1,,930,2.8642,0.0858965,0.37
False,False,10,0.005,100,100,0.99,3,2,7,1,,940,2.53353,0.0852533,0.47
False,False,10,0.005,100,100,0.99,3,2,7,1,,950,2.24403,0.0786383,0.54
False,False,10,0.005,100,100,0.99,3,2,7,1,,960,2.00745,0.0765846,0.57
False,False,10,0.005,100,100,0.99,3,2,7,1,,970,1.60503,0.0702942,0.6
False,False,10,0.005,100,100,0.99,3,2,7,1,,980,1.6737,0.0729252,0.59
False,False,10,0.005,100,100,0.99,3,2,7,1,,990,1.4306,0.065946,0.65
False,False,10,0.005,100,100,0.99,3,2,7,1,,-1,2.65486,0.084575,0.43
