cost,cost_step,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_lstm,n_steps,train step,xentropy,rmse,accuracy,xentropy_last,rmse_last,accuracy_last
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,210,7.54139,0.000531285,0.000943396,7.54483,0.000530799,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,220,7.54118,0.000531182,0.000707547,7.54433,0.000530797,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,230,7.54133,0.000531101,0.000943396,7.544,0.000530796,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,240,7.54134,0.000530957,0.00165094,7.5432,0.000530794,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,250,7.54132,0.000530855,0.000471698,7.54348,0.000530793,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,260,7.54117,0.000530734,0.00235849,7.54293,0.000530793,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,270,7.54128,0.000530619,0.00117925,7.54318,0.000530792,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,280,7.54126,0.000530477,0.00117925,7.54323,0.000530791,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,290,7.54125,0.000530333,0.00117925,7.54289,0.000530791,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,300,7.54126,0.000530242,0.000943396,7.54241,0.00053079,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,310,7.5414,0.000530215,0.000707547,7.54161,0.000530791,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,320,7.54153,0.000530058,0.00117925,7.54188,0.00053079,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,330,7.54142,0.000529844,0.00141509,7.54167,0.000530789,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,340,7.54142,0.000529639,0.00117925,7.54149,0.000530789,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,350,7.5414,0.000529484,0.00117925,7.54171,0.000530788,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,360,7.54138,0.000529343,0.000707547,7.54139,0.000530788,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,370,7.54136,0.000529173,0.00141509,7.54197,0.000530788,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,380,7.54137,0.00052904,0.00141509,7.54159,0.000530787,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,390,7.54128,0.00052889,0.00117925,7.54147,0.000530787,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,400,7.54139,0.000528789,0.000707547,7.54129,0.000530787,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,410,7.54114,0.000528625,0.000943396,7.54052,0.000530788,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,420,7.54119,0.000528456,0.0,7.54039,0.000530787,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,430,7.54113,0.000528297,0.00141509,7.5406,0.000530787,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,440,7.54116,0.000528197,0.000471698,7.54033,0.000530787,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,450,7.54116,0.000528148,0.000235849,7.54046,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,460,7.54113,0.000528041,0.000471698,7.5406,0.000530787,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,470,7.54112,0.000527934,0.000707547,7.5407,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,480,7.54111,0.000527876,0.000943396,7.54056,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,490,7.54113,0.000527806,0.000707547,7.54066,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,-1,7.54115,0.000527158,0.000241896,7.54167,0.000530786,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,0,7.54004,0.00053151,0.0,7.53982,0.000530942,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,10,7.54034,0.000531564,0.0,7.54052,0.000530892,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,20,7.54107,0.000531558,0.0,7.54113,0.000530881,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,30,7.54123,0.000531566,0.0,7.53938,0.000530861,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,40,7.54097,0.000531576,0.0,7.53968,0.000530852,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,50,7.54099,0.000531552,0.0,7.54056,0.000530842,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,60,7.54108,0.000531517,0.0,7.5396,0.000530826,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,70,7.54126,0.00053142,0.0,7.5393,0.000530818,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,80,7.54124,0.000531321,0.0,7.53929,0.000530813,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,90,7.54117,0.000531254,0.0,7.53888,0.000530811,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,100,7.54133,0.000531191,0.0,7.53858,0.00053081,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,110,7.54132,0.000531093,0.0,7.53959,0.000530807,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,120,7.54145,0.000531026,0.000241896,7.54009,0.000530805,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,130,7.54128,0.000530986,0.000483793,7.53978,0.000530804,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,140,7.54138,0.000530914,0.000483793,7.53872,0.000530802,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,150,7.5413,0.000530875,0.000241896,7.54011,0.000530802,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,160,7.54139,0.000530796,0.000483793,7.53972,0.0005308,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,170,7.54136,0.000530716,0.0,7.5395,0.000530799,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,180,7.54132,0.000530657,0.000483793,7.53965,0.000530798,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,190,7.54131,0.000530608,0.000241896,7.54058,0.000530797,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,200,7.54134,0.000530528,0.000483793,7.53984,0.000530796,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,210,7.54138,0.000530447,0.000241896,7.54177,0.000530794,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,220,7.54139,0.000530365,0.000483793,7.54157,0.000530794,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,230,7.54138,0.000530287,0.000725689,7.54165,0.000530793,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,240,7.54142,0.000530206,0.000241896,7.54146,0.000530792,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,250,7.54138,0.000530147,0.000483793,7.54126,0.000530792,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,260,7.54136,0.000530044,0.000241896,7.54185,0.000530791,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,270,7.54134,0.000529964,0.000483793,7.54149,0.000530791,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,280,7.54136,0.000529896,0.000967586,7.54146,0.000530791,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,290,7.54135,0.000529788,0.000967586,7.54134,0.00053079,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,300,7.54136,0.000529707,0.000483793,7.54132,0.00053079,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,310,7.541,0.000529651,0.000483793,7.54126,0.00053079,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,320,7.54099,0.000529522,0.000483793,7.54179,0.00053079,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,330,7.54097,0.000529431,0.000483793,7.5414,0.000530789,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,340,7.54101,0.000529311,0.000241896,7.54115,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,350,7.54101,0.000529186,0.000241896,7.54143,0.000530789,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,360,7.54103,0.000529058,0.000241896,7.54117,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,370,7.54107,0.00052892,0.0,7.54111,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,380,7.54107,0.000528745,0.000241896,7.54114,0.000530788,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,390,7.54107,0.000528569,0.0,7.54129,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,400,7.5411,0.000528413,0.000483793,7.54111,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,410,7.5412,0.000528217,0.0,7.5413,0.000530787,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,420,7.54116,0.000528012,0.000483793,7.54115,0.000530786,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,430,7.54117,0.000527828,0.000483793,7.5412,0.000530786,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,440,7.54115,0.000527641,0.000967586,7.54127,0.000530786,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,450,7.54113,0.000527458,0.000483793,7.54125,0.000530786,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,460,7.54113,0.000527276,0.000241896,7.54132,0.000530786,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,470,7.54113,0.000527121,0.000241896,7.54135,0.000530785,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,480,7.54112,0.000526983,0.000241896,7.54136,0.000530785,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,490,7.54111,0.000526872,0.000241896,7.54124,0.000530785,0.0
rmse,all,5,0.005,39,100,0.99,3,3,5,1,245,106,-1,7.54118,0.000528974,0.000643225,7.54077,0.000530785,0.0
