cost,cost_step,batches,learning rate,batch_size,per_batch,dropout,beta,k_conv,n_conv1,n_conv2,n_layer,n_lstm,n_steps,train step,xentropy,rmse,accuracy,xentropy_last,rmse_last,accuracy_last
cross,last,10,0.0005,100,500,1.0,0.0,3,3,5,1,10,106,44,7.47437,0.000529587,0.0116038,7.42315,0.000531897,0.01
cross,last,10,0.0005,100,500,1.0,0.0,3,3,5,1,10,106,45,7.47203,0.000529674,0.0115094,7.41923,0.00053193,0.01
cross,last,10,0.0005,100,500,1.0,0.0,3,3,5,1,10,106,46,7.46949,0.000529759,0.0116038,7.41522,0.000531964,0.02
cross,last,10,0.0005,100,500,1.0,0.0,3,3,5,1,10,106,47,7.46718,0.000529839,0.0117925,7.41112,0.000531999,0.03
cross,last,10,0.0005,100,500,1.0,0.0,3,3,5,1,10,106,48,7.46466,0.000529925,0.0116038,7.40693,0.000532035,0.03
cross,last,10,0.0005,100,500,1.0,0.0,3,3,5,1,10,106,49,7.4621,0.000530016,0.0113208,7.40265,0.000532072,0.03
cross,last,10,0.0005,100,500,1.0,0.0,3,3,5,1,10,106,50,7.45949,0.000530106,0.0115094,7.39827,0.000532111,0.03
cross,last,10,0.0005,100,500,1.0,0.0,3,3,5,1,10,106,51,7.45673,0.000530194,0.0116038,7.39381,0.000532151,0.03
cross,last,10,0.0005,100,500,1.0,0.0,3,3,5,1,10,106,52,7.45408,0.000530291,0.0117925,7.38926,0.000532192,0.03
cross,last,10,0.0005,100,500,1.0,0.0,3,3,5,1,10,106,53,7.45125,0.000530392,0.0117925,7.38461,0.000532235,0.03
