fixed,noise,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_steps,train step,xentropy,rmse,accuracy
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1300,0.238313,0.0286419,0.9411
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1310,0.278579,0.0291176,0.9401
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1320,0.271421,0.0318096,0.9315
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1330,0.347835,0.035119,0.9148
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1340,0.41872,0.0363409,0.9001
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1350,0.260346,0.03056,0.9331
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1360,0.225887,0.0275572,0.9466
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1370,0.23485,0.0298712,0.9294
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1380,0.6869,0.0525914,0.7913
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1390,0.408276,0.040758,0.8809
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1400,0.439511,0.038414,0.9018
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1410,0.365549,0.0355798,0.9089
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1420,0.267995,0.0301908,0.9325
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1430,0.335213,0.0331588,0.9199
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1440,0.252751,0.0296144,0.9379
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1450,0.220078,0.0290532,0.9363
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1460,0.234701,0.0299543,0.9305
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1470,0.191943,0.0253909,0.9535
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1480,0.202599,0.0270564,0.945
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1490,0.193767,0.0251784,0.9554
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1500,3.68193,0.0963812,0.3037
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1510,4.72014,0.100446,0.0324
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1520,3.70576,0.0975081,0.1116
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1530,3.00348,0.0926475,0.2598
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1540,2.51433,0.0874535,0.3493
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1550,2.14491,0.0844403,0.4003
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1560,2.01854,0.0825456,0.4758
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1570,1.77711,0.0804102,0.4839
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1580,1.51796,0.0750685,0.5761
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1590,1.5031,0.0753722,0.5698
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1600,1.44737,0.0733602,0.5961
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1610,1.24418,0.0692921,0.6504
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1620,1.32667,0.0708982,0.6279
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1630,1.64819,0.07876,0.4956
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1640,1.94702,0.0805785,0.4818
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1650,1.40708,0.0737277,0.5694
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1660,1.26969,0.070301,0.6158
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1670,1.13048,0.0676017,0.7005
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1680,1.01495,0.0643711,0.7086
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1690,0.753381,0.0556775,0.8038
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1700,0.685566,0.0535818,0.821
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1710,0.712782,0.0522374,0.8424
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1720,0.589599,0.0496092,0.8551
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1730,0.589555,0.0469212,0.8691
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1740,0.446154,0.0416882,0.8975
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1750,0.475683,0.0427531,0.8964
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1760,0.610174,0.0444548,0.8816
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1770,0.412414,0.0402782,0.9005
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1780,0.35513,0.0367178,0.9228
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1790,0.368684,0.0366282,0.917
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1800,0.537609,0.0468721,0.8502
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1810,0.456081,0.0426522,0.8733
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1820,0.500316,0.0461049,0.8557
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1830,0.386541,0.0345817,0.9269
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1840,0.431322,0.0415153,0.8897
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1850,0.380758,0.0376854,0.9043
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1860,0.376184,0.0368988,0.9035
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1870,0.386213,0.0346901,0.914
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1880,0.367417,0.0367982,0.911
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1890,0.345441,0.0331939,0.9264
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1900,0.437329,0.0366625,0.913
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1910,0.428992,0.0427262,0.8702
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1920,0.256248,0.0313266,0.9315
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1930,0.295228,0.0310628,0.929
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1940,0.213981,0.0273037,0.9492
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1950,0.223868,0.028999,0.941
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1960,0.257198,0.0304133,0.9361
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1970,0.214055,0.0284963,0.9412
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1980,0.191721,0.0255566,0.9557
False,True,10,0.005,100,500,0.99,3,2,7,2,100,1990,0.2042,0.0265751,0.9482
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2000,0.224397,0.0292345,0.9395
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2010,5.19878,0.10456,0.1149
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2020,2.73876,0.0909862,0.2659
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2030,1.94165,0.0798553,0.477
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2040,1.58645,0.0747307,0.5625
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2050,1.21241,0.0675535,0.6862
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2060,0.94013,0.0592553,0.7832
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2070,0.871502,0.0566756,0.7954
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2080,0.661037,0.0504238,0.8504
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2090,0.588359,0.0451949,0.8774
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2100,0.576434,0.0462076,0.8622
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2110,0.501959,0.0434457,0.8793
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2120,0.442433,0.0397125,0.898
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2130,0.368801,0.036802,0.9109
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2140,0.340699,0.0334211,0.928
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2150,0.367332,0.0368862,0.9104
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2160,0.326246,0.0342443,0.922
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2170,0.420471,0.0360675,0.9091
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2180,0.32945,0.0360323,0.9188
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2190,0.278189,0.0312795,0.9294
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2200,0.332234,0.0331983,0.9169
False,True,10,0.005,100,500,0.99,3,2,7,2,100,2210,0.33721,0.0341424,0.9182
