cost,cost_step,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_lstm,n_steps,train step,xentropy,rmse,accuracy,xentropy_last,rmse_last,accuracy_last
cross,all,5,0.005,39,100,0.99,3,3,5,1,245,106,470,4.23028,0.0035579,0.0718433,4.08982,0.00386678,0.0769231
cross,all,5,0.005,39,100,0.99,3,3,5,1,245,106,480,4.21945,0.00359717,0.0674891,4.09523,0.00395055,0.0769231
cross,all,5,0.005,39,100,0.99,3,3,5,1,245,106,490,4.18624,0.00359419,0.0716014,4.0712,0.00401187,0.0769231
cross,all,5,0.005,39,100,0.99,3,3,5,1,245,106,-1,5.15135,0.00365398,0.0463122,5.02424,0.00413594,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,0,7.54969,0.000531563,0.0,7.55652,0.000531566,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,10,7.54079,0.000531537,0.0,7.53663,0.000531013,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,20,7.54435,0.00053196,0.0,7.54407,0.000530863,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,30,7.54019,0.000531827,0.00754717,7.53913,0.000530814,0.025
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,40,7.5417,0.00053122,0.0,7.5426,0.000530795,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,50,7.54186,0.000529632,0.000235849,7.54162,0.000530788,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,60,7.54069,0.000528484,0.000235849,7.54059,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,70,7.54097,0.000527725,0.000707547,7.54123,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,80,7.5411,0.000527101,0.000235849,7.54092,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,90,7.5411,0.000527064,0.000471698,7.5412,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,100,7.54116,0.000527163,0.000471698,7.54128,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,110,7.54108,0.000527064,0.000471698,7.54109,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,120,7.54111,0.000527078,0.000943396,7.54085,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,130,7.54103,0.000527111,0.000471698,7.54129,0.000530785,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,140,7.54115,0.000526997,0.000235849,7.54127,0.000530786,0.0
rmse,last,5,0.005,40,100,0.99,3,3,5,1,245,106,150,7.54118,0.00052709,0.000235849,7.54135,0.000530785,0.0
