fixed,noise,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_steps,train step,xentropy,rmse,accuracy
True,False,10,0.005,100,100,0.99,3,2,7,2,100,890,1.79688,0.0826789,0.4113
True,False,10,0.005,100,100,0.99,3,2,7,2,100,900,1.67211,0.081643,0.4085
True,False,10,0.005,100,100,0.99,3,2,7,2,100,910,3.57351,0.0957525,0.1916
True,False,10,0.005,100,100,0.99,3,2,7,2,100,920,2.59688,0.0904857,0.2731
True,False,10,0.005,100,100,0.99,3,2,7,2,100,930,2.33094,0.0888194,0.3268
True,False,10,0.005,100,100,0.99,3,2,7,2,100,940,2.13394,0.0872063,0.342
True,False,10,0.005,100,100,0.99,3,2,7,2,100,950,2.00619,0.0854255,0.3712
True,False,10,0.005,100,100,0.99,3,2,7,2,100,960,1.84789,0.0835287,0.3861
True,False,10,0.005,100,100,0.99,3,2,7,2,100,970,1.88461,0.0849787,0.3975
True,False,10,0.005,100,100,0.99,3,2,7,2,100,980,1.82293,0.0831723,0.4148
True,False,10,0.005,100,100,0.99,3,2,7,2,100,990,2.73865,0.093601,0.2367
True,False,10,0.005,100,100,0.99,3,2,7,2,100,-1,4.82908,0.100638,0.088
True,False,10,0.005,100,500,0.99,3,2,7,2,1,0,377.272,0.140177,0.0
True,False,10,0.005,100,500,0.99,3,2,7,2,1,10,184.917,0.14031,0.0
True,False,10,0.005,100,500,0.99,3,2,7,2,1,20,97.9866,0.1384,0.01
True,False,10,0.005,100,500,0.99,3,2,7,2,1,30,58.6179,0.135427,0.03
True,False,10,0.005,100,500,0.99,3,2,7,2,1,40,42.5069,0.135,0.01
True,False,10,0.005,100,500,0.99,3,2,7,2,1,50,33.6173,0.134346,0.01
True,False,10,0.005,100,500,0.99,3,2,7,2,1,60,27.3501,0.131509,0.04
True,False,10,0.005,100,500,0.99,3,2,7,2,1,70,21.7954,0.127997,0.08
True,False,10,0.005,100,500,0.99,3,2,7,2,1,80,17.4799,0.120462,0.16
