cost,cost_step,batches,learning rate,batch_size,per_batch,dropout,beta,k_conv,n_conv1,n_conv2,n_layer,n_lstm,n_steps,train step,xentropy,rmse,accuracy,xentropy_last,rmse_last,accuracy_last
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,103,10.5222,0.00307826,0.0198004,4.10642,0.00308709,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,104,10.5431,0.00309602,0.0198004,4.1076,0.00310378,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,105,10.5204,0.00307601,0.0198004,4.1006,0.00308627,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,106,10.5215,0.00307793,0.0198004,4.09728,0.00308771,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,107,10.5421,0.00309751,0.0198004,4.09791,0.00310509,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,108,10.5198,0.00307809,0.0198004,4.0916,0.00308876,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,109,10.5272,0.00308595,0.0198004,4.08531,0.00309619,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,110,10.5412,0.00309971,0.0198004,4.08441,0.00310742,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,111,10.518,0.00307706,0.0198004,4.0794,0.00308887,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,112,10.5299,0.00308777,0.0198004,4.06999,0.00309845,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,113,10.5456,0.00310391,0.0198004,4.07036,0.00310987,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,114,10.5181,0.00307161,0.0198004,4.06753,0.00308733,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,115,10.5323,0.00308754,0.0198004,4.05333,0.00310119,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,116,10.5491,0.00310875,0.0198004,4.05154,0.00311371,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,117,10.538,0.00309451,0.0198004,4.03955,0.0031057,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,118,10.5288,0.0030812,0.0198004,4.03545,0.00309878,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,119,10.5335,0.00308822,0.0198004,4.02583,0.00310503,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,120,10.5449,0.0031082,0.0198004,4.01853,0.00311605,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,121,10.5406,0.00310528,0.0198004,4.00899,0.00311732,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,122,10.5268,0.00309155,0.0198004,4.00038,0.00311337,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,123,10.5196,0.00309314,0.0198004,3.99158,0.00311541,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,124,10.5264,0.00311488,0.0198004,3.98394,0.00312627,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,125,10.5253,0.00311973,0.0198004,3.97294,0.00313548,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,126,10.5302,0.00312752,0.0198004,3.96404,0.00314745,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,127,10.5414,0.00313725,0.0198004,3.95364,0.00315838,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,128,10.5577,0.00314925,0.0198004,3.94228,0.00316397,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,129,10.5628,0.00314644,0.0198004,3.9307,0.00316559,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,130,10.5642,0.00314283,0.0198004,3.91899,0.00316951,0.06
cross,last,10,0.005,100,500,1.0,0.0,3,3,5,2,100,551,131,10.5701,0.00314685,0.0198004,3.90625,0.00317831,0.06
