cost,cost_step,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_lstm,n_steps,train step,xentropy,rmse,accuracy,xentropy_last,rmse_last,accuracy_last
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1820,11.6344,0.0176187,0.0448113,0.0260538,0.0224577,1.0
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1830,11.7947,0.0176763,0.045283,0.0295653,0.0223958,1.0
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1840,11.7046,0.0176649,0.0509434,0.0337346,0.0224093,1.0
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1850,11.7721,0.0175482,0.0450472,0.33219,0.0216054,0.9
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1860,11.6115,0.0174967,0.0433962,0.128582,0.0216473,0.95
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1870,11.6201,0.0173772,0.0492925,0.124432,0.0222818,0.975
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1880,11.7441,0.0176789,0.0518868,0.0474523,0.0221567,1.0
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1890,11.8055,0.0177907,0.0528302,0.147736,0.0224367,0.975
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1900,11.9003,0.0179668,0.0497642,0.0233044,0.0225333,1.0
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1910,11.9044,0.0180837,0.0507075,0.0217115,0.022566,1.0
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1920,11.976,0.018069,0.0490566,0.0153109,0.0226939,1.0
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1930,12.0477,0.0181169,0.0462264,0.0218086,0.0225696,1.0
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1940,11.9367,0.0181581,0.0466981,0.273497,0.0224562,0.95
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1950,11.9662,0.0178509,0.0495283,0.0287858,0.0224106,1.0
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1960,11.7811,0.0176482,0.0478774,0.121161,0.0219004,0.95
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1970,11.6364,0.0176227,0.0476415,0.123895,0.0221322,0.975
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1980,11.6845,0.0177348,0.0497642,0.0201549,0.0225988,1.0
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,1990,11.8296,0.0179527,0.0511792,0.0135556,0.0227316,1.0
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,2000,11.9483,0.0179823,0.0521226,0.0115573,0.0227773,1.0
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,2010,8.99625,0.0133825,0.0382075,3.85178,0.0130888,0.175
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,2020,9.68597,0.0108167,0.020283,2.14141,0.0108106,0.425
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,2030,9.84767,0.0126354,0.0481132,1.28418,0.013606,0.6
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,2040,10.4537,0.0128444,0.040566,0.830026,0.0151443,0.8
cross,last,5,0.005,40,500,0.99,3,2,2,2,100,106,2050,11.0041,0.0138375,0.0372641,0.645329,0.0166216,0.85
