fixed,batches,learning rate,batch_size,per_batch,dropout,k_conv,n_conv1,n_conv2,n_layer,n_steps,train step,xentropy,rmse,accuracy
True,10,0.005,100,500,0.99,3,2,7,1,100,2070,0.923747,0.0649986,0.6739
True,10,0.005,100,500,0.99,3,2,7,1,100,2080,0.719083,0.059338,0.7197
True,10,0.005,100,500,0.99,3,2,7,1,100,2090,0.650251,0.0565065,0.7617
True,10,0.005,100,500,0.99,3,2,7,1,100,2100,1.97737,0.0873881,0.3997
True,10,0.005,100,500,0.99,3,2,7,1,100,2110,1.42091,0.0783914,0.4932
True,10,0.005,100,500,0.99,3,2,7,1,100,2120,1.22175,0.0737029,0.572
True,10,0.005,100,500,0.99,3,2,7,1,100,2130,1.22941,0.0755794,0.5489
True,10,0.005,100,500,0.99,3,2,7,1,100,2140,1.05279,0.0706621,0.6347
True,10,0.005,100,500,0.99,3,2,7,1,100,2150,1.01397,0.069806,0.6095
True,10,0.005,100,500,0.99,3,2,7,1,100,2160,0.923808,0.0661772,0.679
True,10,0.005,100,500,0.99,3,2,7,1,100,2170,0.750482,0.0604727,0.7339
True,10,0.005,100,500,0.99,3,2,7,1,100,2180,0.734917,0.0607256,0.714
True,10,0.005,100,500,0.99,3,2,7,1,100,2190,0.705213,0.0596734,0.7363
True,10,0.005,100,500,0.99,3,2,7,1,100,2200,0.674744,0.0581941,0.7441
True,10,0.005,100,500,0.99,3,2,7,1,100,2210,0.711353,0.0594721,0.7315
True,10,0.005,100,500,0.99,3,2,7,1,100,2220,0.646602,0.0576337,0.7444
True,10,0.005,100,500,0.99,3,2,7,1,100,2230,0.815033,0.0615977,0.7218
True,10,0.005,100,500,0.99,3,2,7,1,100,2240,0.938297,0.0656961,0.6806
True,10,0.005,100,500,0.99,3,2,7,1,100,2250,0.910681,0.0666411,0.6529
True,10,0.005,100,500,0.99,3,2,7,1,100,2260,0.810151,0.0629565,0.685
True,10,0.005,100,500,0.99,3,2,7,1,100,2270,1.44169,0.0765398,0.5486
True,10,0.005,100,500,0.99,3,2,7,1,100,2280,0.973165,0.0682046,0.6257
True,10,0.005,100,500,0.99,3,2,7,1,100,2290,0.792868,0.0616022,0.7084
True,10,0.005,100,500,0.99,3,2,7,1,100,2300,0.74101,0.0602499,0.7133
True,10,0.005,100,500,0.99,3,2,7,1,100,2310,0.688436,0.0579996,0.7271
True,10,0.005,100,500,0.99,3,2,7,1,100,2320,0.678313,0.057057,0.7399
True,10,0.005,100,500,0.99,3,2,7,1,100,2330,0.711927,0.0582452,0.7192
True,10,0.005,100,500,0.99,3,2,7,1,100,2340,0.643722,0.0556992,0.748
True,10,0.005,100,500,0.99,3,2,7,1,100,2350,0.637727,0.0560715,0.7455
True,10,0.005,100,500,0.99,3,2,7,1,100,2360,0.590974,0.0536761,0.7656
True,10,0.005,100,500,0.99,3,2,7,1,100,2370,0.58228,0.0528492,0.7735
True,10,0.005,100,500,0.99,3,2,7,1,100,2380,0.586691,0.0523218,0.7837
True,10,0.005,100,500,0.99,3,2,7,1,100,2390,0.573053,0.0527654,0.7796
True,10,0.005,100,500,0.99,3,2,7,1,100,2400,0.577346,0.0536189,0.7603
True,10,0.005,100,500,0.99,3,2,7,1,100,2410,0.539118,0.0511172,0.793
True,10,0.005,100,500,0.99,3,2,7,1,100,2420,0.638476,0.0571226,0.7459
True,10,0.005,100,500,0.99,3,2,7,1,100,2430,0.797123,0.0630039,0.6742
True,10,0.005,100,500,0.99,3,2,7,1,100,2440,0.663539,0.0565814,0.7528
True,10,0.005,100,500,0.99,3,2,7,1,100,2450,0.582914,0.0538772,0.7753
True,10,0.005,100,500,0.99,3,2,7,1,100,2460,0.579755,0.0531867,0.7857
True,10,0.005,100,500,0.99,3,2,7,1,100,2470,0.582548,0.0534444,0.7708
True,10,0.005,100,500,0.99,3,2,7,1,100,2480,1.61413,0.0813252,0.5068
True,10,0.005,100,500,0.99,3,2,7,1,100,2490,2.35378,0.0860695,0.4491
True,10,0.005,100,500,0.99,3,2,7,1,100,2500,1.33168,0.0757451,0.5158
True,10,0.005,100,500,0.99,3,2,7,1,100,2510,1.84725,0.0803991,0.4839
True,10,0.005,100,500,0.99,3,2,7,1,100,2520,1.29833,0.074926,0.5606
True,10,0.005,100,500,0.99,3,2,7,1,100,2530,1.32288,0.0767636,0.5342
True,10,0.005,100,500,0.99,3,2,7,1,100,2540,1.03908,0.0701758,0.621
True,10,0.005,100,500,0.99,3,2,7,1,100,2550,2.11604,0.0893801,0.3656
True,10,0.005,100,500,0.99,3,2,7,1,100,2560,1.64808,0.0819623,0.4255
True,10,0.005,100,500,0.99,3,2,7,1,100,2570,1.32749,0.0751473,0.5539
True,10,0.005,100,500,0.99,3,2,7,1,100,2580,1.20281,0.0719234,0.5775
True,10,0.005,100,500,0.99,3,2,7,1,100,2590,1.13513,0.0701447,0.6095
True,10,0.005,100,500,0.99,3,2,7,1,100,2600,1.01946,0.0677795,0.6279
True,10,0.005,100,500,0.99,3,2,7,1,100,2610,0.92667,0.0646343,0.675
True,10,0.005,100,500,0.99,3,2,7,1,100,2620,1.02333,0.0670847,0.6403
True,10,0.005,100,500,0.99,3,2,7,1,100,2630,1.02418,0.0666789,0.648
True,10,0.005,100,500,0.99,3,2,7,1,100,2640,0.995102,0.0658555,0.6695
True,10,0.005,100,500,0.99,3,2,7,1,100,2650,0.894001,0.0631973,0.6951
True,10,0.005,100,500,0.99,3,2,7,1,100,2660,0.837286,0.0612905,0.724
True,10,0.005,100,500,0.99,3,2,7,1,100,2670,0.77222,0.0594958,0.7321
True,10,0.005,100,500,0.99,3,2,7,1,100,2680,0.754014,0.0593785,0.735
True,10,0.005,100,500,0.99,3,2,7,1,100,2690,0.751072,0.0593465,0.7405
True,10,0.005,100,500,0.99,3,2,7,1,100,2700,1.02912,0.067041,0.6707
True,10,0.005,100,500,0.99,3,2,7,1,100,2710,0.794613,0.0623364,0.6929
True,10,0.005,100,500,0.99,3,2,7,1,100,2720,0.714236,0.0579466,0.7516
True,10,0.005,100,500,0.99,3,2,7,1,100,2730,0.685185,0.0564703,0.7566
True,10,0.005,100,500,0.99,3,2,7,1,100,2740,0.713674,0.0584038,0.7525
True,10,0.005,100,500,0.99,3,2,7,1,100,2750,2.25135,0.0879274,0.4413
True,10,0.005,100,500,0.99,3,2,7,1,100,2760,1.63267,0.0841681,0.4017
True,10,0.005,100,500,0.99,3,2,7,1,100,2770,1.40904,0.0799964,0.4685
True,10,0.005,100,500,0.99,3,2,7,1,100,2780,1.25152,0.0771774,0.5052
True,10,0.005,100,500,0.99,3,2,7,1,100,2790,1.17653,0.0755393,0.53
True,10,0.005,100,500,0.99,3,2,7,1,100,2800,1.1205,0.0742144,0.5501
True,10,0.005,100,500,0.99,3,2,7,1,100,2810,1.04252,0.0714465,0.5914
True,10,0.005,100,500,0.99,3,2,7,1,100,2820,1.02419,0.0706539,0.6113
True,10,0.005,100,500,0.99,3,2,7,1,100,2830,0.965628,0.0691894,0.6185
True,10,0.005,100,500,0.99,3,2,7,1,100,2840,0.888026,0.0663926,0.6453
True,10,0.005,100,500,0.99,3,2,7,1,100,2850,0.886037,0.0633382,0.7084
True,10,0.005,100,500,0.99,3,2,7,1,100,2860,0.785597,0.0618851,0.7046
True,10,0.005,100,500,0.99,3,2,7,1,100,2870,0.801692,0.0613537,0.7023
True,10,0.005,100,500,0.99,3,2,7,1,100,2880,0.712286,0.0585375,0.7448
True,10,0.005,100,500,0.99,3,2,7,1,100,2890,0.709019,0.0587742,0.7299
True,10,0.005,100,500,0.99,3,2,7,1,100,2900,0.685867,0.0578578,0.7514
True,10,0.005,100,500,0.99,3,2,7,1,100,2910,0.70264,0.0573764,0.7556
True,10,0.005,100,500,0.99,3,2,7,1,100,2920,0.693187,0.0565624,0.7636
True,10,0.005,100,500,0.99,3,2,7,1,100,2930,0.748441,0.0593887,0.7424
True,10,0.005,100,500,0.99,3,2,7,1,100,2940,0.672429,0.0573169,0.7544
True,10,0.005,100,500,0.99,3,2,7,1,100,2950,0.700919,0.0577917,0.743
True,10,0.005,100,500,0.99,3,2,7,1,100,2960,0.716796,0.0587057,0.7473
True,10,0.005,100,500,0.99,3,2,7,1,100,2970,0.563127,0.0528498,0.7825
True,10,0.005,100,500,0.99,3,2,7,1,100,2980,0.7358,0.0551911,0.7649
True,10,0.005,100,500,0.99,3,2,7,1,100,2990,0.541538,0.0518362,0.7934
True,10,0.005,100,500,0.99,3,2,7,1,100,3000,0.542719,0.0528958,0.792
True,10,0.005,100,500,0.99,3,2,7,1,100,3010,3.30437,0.090582,0.4127
True,10,0.005,100,500,0.99,3,2,7,1,100,3020,1.67706,0.0815046,0.4938
True,10,0.005,100,500,0.99,3,2,7,1,100,3030,1.09234,0.0715525,0.5902
True,10,0.005,100,500,0.99,3,2,7,1,100,3040,0.831377,0.0640763,0.6953
True,10,0.005,100,500,0.99,3,2,7,1,100,3050,0.701097,0.0589349,0.7372
True,10,0.005,100,500,0.99,3,2,7,1,100,3060,0.636275,0.0560125,0.7744
True,10,0.005,100,500,0.99,3,2,7,1,100,3070,0.56777,0.0529645,0.8
True,10,0.005,100,500,0.99,3,2,7,1,100,3080,0.55803,0.0515093,0.8056
True,10,0.005,100,500,0.99,3,2,7,1,100,3090,0.509746,0.0496578,0.8206
True,10,0.005,100,500,0.99,3,2,7,1,100,3100,0.479156,0.0483854,0.8287
True,10,0.005,100,500,0.99,3,2,7,1,100,3110,0.65095,0.0502109,0.8181
True,10,0.005,100,500,0.99,3,2,7,1,100,3120,0.449467,0.0471878,0.8242
True,10,0.005,100,500,0.99,3,2,7,1,100,3130,0.443135,0.0467138,0.8263
True,10,0.005,100,500,0.99,3,2,7,1,100,3140,0.415931,0.0451977,0.8408
True,10,0.005,100,500,0.99,3,2,7,1,100,3150,0.423873,0.0457639,0.842
True,10,0.005,100,500,0.99,3,2,7,1,100,3160,0.391068,0.043852,0.8604
True,10,0.005,100,500,0.99,3,2,7,1,100,3170,0.660902,0.0550375,0.7778
True,10,0.005,100,500,0.99,3,2,7,1,100,3180,0.532926,0.0506786,0.8106
True,10,0.005,100,500,0.99,3,2,7,1,100,3190,0.441492,0.0459948,0.8463
True,10,0.005,100,500,0.99,3,2,7,1,100,3200,0.408255,0.0438939,0.8615
True,10,0.005,100,500,0.99,3,2,7,1,100,3210,0.445107,0.046658,0.8392
True,10,0.005,100,500,0.99,3,2,7,1,100,3220,0.36973,0.0419425,0.8702
True,10,0.005,100,500,0.99,3,2,7,1,100,3230,0.350291,0.0408293,0.8747
True,10,0.005,100,500,0.99,3,2,7,1,100,3240,0.333617,0.0401307,0.8756
True,10,0.005,100,500,0.99,3,2,7,1,100,3250,0.490368,0.0409824,0.8748
True,10,0.005,100,500,0.99,3,2,7,1,100,3260,0.320849,0.0394662,0.8807
True,10,0.005,100,500,0.99,3,2,7,1,100,3270,0.345811,0.0383171,0.8881
True,10,0.005,100,500,0.99,3,2,7,1,100,3280,0.272841,0.0358945,0.902
True,10,0.005,100,500,0.99,3,2,7,1,100,3290,0.301921,0.0373203,0.8967
True,10,0.005,100,500,0.99,3,2,7,1,100,3300,0.295585,0.0377211,0.8893
True,10,0.005,100,500,0.99,3,2,7,1,100,3310,0.287588,0.0372056,0.8946
True,10,0.005,100,500,0.99,3,2,7,1,100,3320,0.344804,0.0373472,0.8923
True,10,0.005,100,500,0.99,3,2,7,1,100,3330,0.259532,0.0348993,0.9023
True,10,0.005,100,500,0.99,3,2,7,1,100,3340,0.25136,0.0341902,0.9096
True,10,0.005,100,500,0.99,3,2,7,1,100,3350,0.271081,0.0356064,0.8952
True,10,0.005,100,500,0.99,3,2,7,1,100,3360,0.239497,0.0334337,0.9099
True,10,0.005,100,500,0.99,3,2,7,1,100,3370,0.235004,0.0330697,0.9141
True,10,0.005,100,500,0.99,3,2,7,1,100,3380,0.225228,0.0323973,0.9179
True,10,0.005,100,500,0.99,3,2,7,1,100,3390,0.229971,0.0330356,0.9117
True,10,0.005,100,500,0.99,3,2,7,1,100,3400,0.21712,0.0319696,0.9207
True,10,0.005,100,500,0.99,3,2,7,1,100,3410,0.213736,0.031704,0.9272
True,10,0.005,100,500,0.99,3,2,7,1,100,3420,0.2362,0.0333062,0.9077
True,10,0.005,100,500,0.99,3,2,7,1,100,3430,0.221199,0.0321316,0.9246
True,10,0.005,100,500,0.99,3,2,7,1,100,3440,0.205799,0.0308886,0.9293
True,10,0.005,100,500,0.99,3,2,7,1,100,3450,0.191684,0.0296199,0.9366
True,10,0.005,100,500,0.99,3,2,7,1,100,3460,0.19825,0.0306514,0.9365
True,10,0.005,100,500,0.99,3,2,7,1,100,3470,0.210916,0.0315836,0.9271
True,10,0.005,100,500,0.99,3,2,7,1,100,3480,0.207095,0.031762,0.9204
True,10,0.005,100,500,0.99,3,2,7,1,100,3490,0.17071,0.0282513,0.9354
True,10,0.005,100,500,0.99,3,2,7,1,100,3500,0.19645,0.0299559,0.9389
True,10,0.005,100,500,0.99,3,2,7,1,100,3510,1.66389,0.0678476,0.6638
True,10,0.005,100,500,0.99,3,2,7,1,100,3520,0.743529,0.0560604,0.7877
True,10,0.005,100,500,0.99,3,2,7,1,100,3530,0.496176,0.0499275,0.7952
True,10,0.005,100,500,0.99,3,2,7,1,100,3540,0.593396,0.0488242,0.8163
True,10,0.005,100,500,0.99,3,2,7,1,100,3550,0.439064,0.045182,0.8433
True,10,0.005,100,500,0.99,3,2,7,1,100,3560,0.347415,0.0420268,0.8733
True,10,0.005,100,500,0.99,3,2,7,1,100,3570,0.439536,0.0428131,0.8807
True,10,0.005,100,500,0.99,3,2,7,1,100,3580,0.378668,0.0415221,0.8849
True,10,0.005,100,500,0.99,3,2,7,1,100,3590,0.315535,0.0400669,0.893
True,10,0.005,100,500,0.99,3,2,7,1,100,3600,0.295169,0.0382566,0.8985
True,10,0.005,100,500,0.99,3,2,7,1,100,3610,0.259775,0.0364356,0.9076
True,10,0.005,100,500,0.99,3,2,7,1,100,3620,0.343195,0.039546,0.8811
True,10,0.005,100,500,0.99,3,2,7,1,100,3630,0.33149,0.0367689,0.9056
True,10,0.005,100,500,0.99,3,2,7,1,100,3640,0.218623,0.0329186,0.9237
True,10,0.005,100,500,0.99,3,2,7,1,100,3650,0.206691,0.0321109,0.926
True,10,0.005,100,500,0.99,3,2,7,1,100,3660,0.189802,0.0305225,0.9326
True,10,0.005,100,500,0.99,3,2,7,1,100,3670,0.186678,0.0304426,0.9309
True,10,0.005,100,500,0.99,3,2,7,1,100,3680,0.288077,0.0353308,0.9079
True,10,0.005,100,500,0.99,3,2,7,1,100,3690,0.220873,0.0332863,0.9175
True,10,0.005,100,500,0.99,3,2,7,1,100,3700,0.256001,0.0358267,0.9102
True,10,0.005,100,500,0.99,3,2,7,1,100,3710,0.211433,0.0323456,0.926
True,10,0.005,100,500,0.99,3,2,7,1,100,3720,0.197781,0.0315814,0.9243
True,10,0.005,100,500,0.99,3,2,7,1,100,3730,0.182367,0.0302164,0.9318
True,10,0.005,100,500,0.99,3,2,7,1,100,3740,0.25517,0.0374748,0.892
True,10,0.005,100,500,0.99,3,2,7,1,100,3750,0.207769,0.0337153,0.9066
True,10,0.005,100,500,0.99,3,2,7,1,100,3760,0.245399,0.0337623,0.9124
True,10,0.005,100,500,0.99,3,2,7,1,100,3770,0.188828,0.0309107,0.9363
True,10,0.005,100,500,0.99,3,2,7,1,100,3780,0.212451,0.0321064,0.925
True,10,0.005,100,500,0.99,3,2,7,1,100,3790,0.164647,0.0286341,0.939
True,10,0.005,100,500,0.99,3,2,7,1,100,3800,0.151275,0.0271015,0.9475
True,10,0.005,100,500,0.99,3,2,7,1,100,3810,0.147436,0.0267852,0.9457
True,10,0.005,100,500,0.99,3,2,7,1,100,3820,0.143617,0.0263367,0.9464
True,10,0.005,100,500,0.99,3,2,7,1,100,3830,0.148415,0.0270793,0.941
True,10,0.005,100,500,0.99,3,2,7,1,100,3840,0.139383,0.0258765,0.9489
True,10,0.005,100,500,0.99,3,2,7,1,100,3850,0.475527,0.0452949,0.8527
True,10,0.005,100,500,0.99,3,2,7,1,100,3860,0.38999,0.0439616,0.8621
True,10,0.005,100,500,0.99,3,2,7,1,100,3870,0.268315,0.0369212,0.8988
True,10,0.005,100,500,0.99,3,2,7,1,100,3880,0.198986,0.0316804,0.9246
True,10,0.005,100,500,0.99,3,2,7,1,100,3890,0.27803,0.0367813,0.9049
True,10,0.005,100,500,0.99,3,2,7,1,100,3900,0.199824,0.0317806,0.9276
True,10,0.005,100,500,0.99,3,2,7,1,100,3910,0.176901,0.0300581,0.9326
True,10,0.005,100,500,0.99,3,2,7,1,100,3920,0.206347,0.0305241,0.9299
True,10,0.005,100,500,0.99,3,2,7,1,100,3930,0.163629,0.0288115,0.9377
True,10,0.005,100,500,0.99,3,2,7,1,100,3940,0.159081,0.0283109,0.9398
True,10,0.005,100,500,0.99,3,2,7,1,100,3950,0.141227,0.0265143,0.9447
True,10,0.005,100,500,0.99,3,2,7,1,100,3960,0.145064,0.0267525,0.943
True,10,0.005,100,500,0.99,3,2,7,1,100,3970,0.168072,0.0291787,0.9356
True,10,0.005,100,500,0.99,3,2,7,1,100,3980,0.160933,0.0287126,0.9356
True,10,0.005,100,500,0.99,3,2,7,1,100,3990,0.163865,0.0290501,0.9389
True,10,0.005,100,500,0.99,3,2,7,1,100,4000,0.161019,0.0286438,0.9403
True,10,0.005,100,500,0.99,3,2,7,1,100,4010,0.733618,0.0524767,0.8072
True,10,0.005,100,500,0.99,3,2,7,1,100,4020,0.416125,0.0460567,0.8341
True,10,0.005,100,500,0.99,3,2,7,1,100,4030,0.296467,0.0391589,0.8819
True,10,0.005,100,500,0.99,3,2,7,1,100,4040,0.266709,0.0376267,0.8909
True,10,0.005,100,500,0.99,3,2,7,1,100,4050,0.252925,0.0369221,0.8908
True,10,0.005,100,500,0.99,3,2,7,1,100,4060,0.221004,0.0344615,0.908
True,10,0.005,100,500,0.99,3,2,7,1,100,4070,0.239023,0.0355037,0.9035
True,10,0.005,100,500,0.99,3,2,7,1,100,4080,0.234587,0.0357615,0.9035
True,10,0.005,100,500,0.99,3,2,7,1,100,4090,0.194124,0.0318509,0.9213
True,10,0.005,100,500,0.99,3,2,7,1,100,4100,0.177901,0.0297728,0.9405
True,10,0.005,100,500,0.99,3,2,7,1,100,4110,0.190181,0.0302992,0.9362
True,10,0.005,100,500,0.99,3,2,7,1,100,4120,0.206031,0.0325086,0.9287
True,10,0.005,100,500,0.99,3,2,7,1,100,4130,0.182788,0.0299481,0.9344
True,10,0.005,100,500,0.99,3,2,7,1,100,4140,0.167396,0.0289327,0.9312
True,10,0.005,100,500,0.99,3,2,7,1,100,4150,0.169176,0.0286593,0.9411
True,10,0.005,100,500,0.99,3,2,7,1,100,4160,0.158462,0.0268431,0.951
True,10,0.005,100,500,0.99,3,2,7,1,100,4170,0.163398,0.0277984,0.9505
True,10,0.005,100,500,0.99,3,2,7,1,100,4180,0.147746,0.0262747,0.9527
True,10,0.005,100,500,0.99,3,2,7,1,100,4190,0.127205,0.0230988,0.9624
True,10,0.005,100,500,0.99,3,2,7,1,100,4200,0.117278,0.0226362,0.9608
True,10,0.005,100,500,0.99,3,2,7,1,100,4210,0.153164,0.0253276,0.9534
True,10,0.005,100,500,0.99,3,2,7,1,100,4220,0.114677,0.0228851,0.9583
True,10,0.005,100,500,0.99,3,2,7,1,100,4230,0.105222,0.021283,0.9651
True,10,0.005,100,500,0.99,3,2,7,1,100,4240,0.12698,0.023268,0.9576
True,10,0.005,100,500,0.99,3,2,7,1,100,4250,0.0968408,0.0200568,0.9685
True,10,0.005,100,500,0.99,3,2,7,1,100,4260,0.0898294,0.018862,0.9734
True,10,0.005,100,500,0.99,3,2,7,1,100,4270,0.0827224,0.0178511,0.9739
True,10,0.005,100,500,0.99,3,2,7,1,100,4280,0.118465,0.0235651,0.9574
True,10,0.005,100,500,0.99,3,2,7,1,100,4290,0.11751,0.0231228,0.9613
True,10,0.005,100,500,0.99,3,2,7,1,100,4300,0.149782,0.0266294,0.9434
True,10,0.005,100,500,0.99,3,2,7,1,100,4310,0.11974,0.0238109,0.9558
True,10,0.005,100,500,0.99,3,2,7,1,100,4320,0.109812,0.0227495,0.962
True,10,0.005,100,500,0.99,3,2,7,1,100,4330,0.10608,0.022269,0.9606
True,10,0.005,100,500,0.99,3,2,7,1,100,4340,0.0992839,0.0211484,0.9663
True,10,0.005,100,500,0.99,3,2,7,1,100,4350,0.0949974,0.020587,0.9674
True,10,0.005,100,500,0.99,3,2,7,1,100,4360,0.0908958,0.0203458,0.9665
True,10,0.005,100,500,0.99,3,2,7,1,100,4370,0.090888,0.020184,0.9692
True,10,0.005,100,500,0.99,3,2,7,1,100,4380,0.171298,0.0267994,0.9495
True,10,0.005,100,500,0.99,3,2,7,1,100,4390,0.0924505,0.0202346,0.9669
True,10,0.005,100,500,0.99,3,2,7,1,100,4400,0.0835638,0.0188047,0.9724
True,10,0.005,100,500,0.99,3,2,7,1,100,4410,0.082081,0.0187522,0.972
True,10,0.005,100,500,0.99,3,2,7,1,100,4420,0.0812688,0.0185373,0.9746
True,10,0.005,100,500,0.99,3,2,7,1,100,4430,0.257558,0.0364236,0.9137
True,10,0.005,100,500,0.99,3,2,7,1,100,4440,0.195487,0.0316302,0.9222
True,10,0.005,100,500,0.99,3,2,7,1,100,4450,0.248254,0.0324264,0.9243
True,10,0.005,100,500,0.99,3,2,7,1,100,4460,0.148053,0.0276174,0.941
True,10,0.005,100,500,0.99,3,2,7,1,100,4470,0.185006,0.0296952,0.936
True,10,0.005,100,500,0.99,3,2,7,1,100,4480,0.154771,0.0285615,0.9393
True,10,0.005,100,500,0.99,3,2,7,1,100,4490,0.129769,0.0254804,0.949
True,10,0.005,100,500,0.99,3,2,7,1,100,4500,0.128831,0.0255149,0.949
True,10,0.005,100,500,0.99,3,2,7,1,100,4510,1.0755,0.063428,0.7186
True,10,0.005,100,500,0.99,3,2,7,1,100,4520,0.347201,0.0406192,0.8754
True,10,0.005,100,500,0.99,3,2,7,1,100,4530,0.216934,0.0318626,0.9306
True,10,0.005,100,500,0.99,3,2,7,1,100,4540,0.178667,0.0290031,0.9372
True,10,0.005,100,500,0.99,3,2,7,1,100,4550,0.155144,0.0266813,0.9514
True,10,0.005,100,500,0.99,3,2,7,1,100,4560,0.133146,0.0246898,0.9558
True,10,0.005,100,500,0.99,3,2,7,1,100,4570,0.121574,0.0236101,0.9585
True,10,0.005,100,500,0.99,3,2,7,1,100,4580,0.108759,0.0216038,0.9682
True,10,0.005,100,500,0.99,3,2,7,1,100,4590,0.248747,0.0282424,0.9465
True,10,0.005,100,500,0.99,3,2,7,1,100,4600,0.103663,0.02107,0.9671
True,10,0.005,100,500,0.99,3,2,7,1,100,4610,0.122416,0.0230365,0.9611
True,10,0.005,100,500,0.99,3,2,7,1,100,4620,0.125096,0.0229139,0.9656
True,10,0.005,100,500,0.99,3,2,7,1,100,4630,0.236871,0.033139,0.9217
True,10,0.005,100,500,0.99,3,2,7,1,100,4640,0.163136,0.0286621,0.9385
True,10,0.005,100,500,0.99,3,2,7,1,100,4650,0.116496,0.0227942,0.9648
True,10,0.005,100,500,0.99,3,2,7,1,100,4660,0.419027,0.0356065,0.9106
True,10,0.005,100,500,0.99,3,2,7,1,100,4670,0.203784,0.0302676,0.9362
True,10,0.005,100,500,0.99,3,2,7,1,100,4680,0.160859,0.02739,0.9433
True,10,0.005,100,500,0.99,3,2,7,1,100,4690,0.127563,0.0244031,0.9534
True,10,0.005,100,500,0.99,3,2,7,1,100,4700,0.336392,0.0332918,0.9244
True,10,0.005,100,500,0.99,3,2,7,1,100,4710,0.155158,0.0269568,0.9467
True,10,0.005,100,500,0.99,3,2,7,1,100,4720,0.133976,0.0244212,0.9611
True,10,0.005,100,500,0.99,3,2,7,1,100,4730,0.09547,0.0197365,0.9728
True,10,0.005,100,500,0.99,3,2,7,1,100,4740,0.0892676,0.0191304,0.9736
True,10,0.005,100,500,0.99,3,2,7,1,100,4750,0.0816476,0.0180099,0.9764
True,10,0.005,100,500,0.99,3,2,7,1,100,4760,0.0823093,0.0186905,0.9746
True,10,0.005,100,500,0.99,3,2,7,1,100,4770,0.0797461,0.0183457,0.9753
True,10,0.005,100,500,0.99,3,2,7,1,100,4780,0.0817046,0.0186596,0.9742
True,10,0.005,100,500,0.99,3,2,7,1,100,4790,0.0745236,0.0176747,0.9755
True,10,0.005,100,500,0.99,3,2,7,1,100,4800,0.0717721,0.0174209,0.977
True,10,0.005,100,500,0.99,3,2,7,1,100,4810,0.0749888,0.0181167,0.9753
True,10,0.005,100,500,0.99,3,2,7,1,100,4820,0.0674593,0.0162685,0.983
True,10,0.005,100,500,0.99,3,2,7,1,100,4830,0.0675296,0.0165515,0.981
True,10,0.005,100,500,0.99,3,2,7,1,100,4840,0.091933,0.0212189,0.9659
True,10,0.005,100,500,0.99,3,2,7,1,100,4850,0.0617646,0.0148968,0.9835
True,10,0.005,100,500,0.99,3,2,7,1,100,4860,0.0596283,0.0146842,0.9842
True,10,0.005,100,500,0.99,3,2,7,1,100,4870,0.0717248,0.0171,0.9766
True,10,0.005,100,500,0.99,3,2,7,1,100,4880,0.0630624,0.0150366,0.9844
True,10,0.005,100,500,0.99,3,2,7,1,100,4890,0.0655233,0.0157747,0.9809
True,10,0.005,100,500,0.99,3,2,7,1,100,4900,0.0777291,0.0180476,0.9756
True,10,0.005,100,500,0.99,3,2,7,1,100,4910,0.0586651,0.0146065,0.9842
True,10,0.005,100,500,0.99,3,2,7,1,100,4920,0.0557426,0.014054,0.9842
True,10,0.005,100,500,0.99,3,2,7,1,100,4930,0.0577869,0.0139301,0.9848
True,10,0.005,100,500,0.99,3,2,7,1,100,4940,0.0527061,0.0135785,0.9858
True,10,0.005,100,500,0.99,3,2,7,1,100,4950,0.0500512,0.0131699,0.9857
True,10,0.005,100,500,0.99,3,2,7,1,100,4960,0.0507089,0.0131769,0.9856
True,10,0.005,100,500,0.99,3,2,7,1,100,4970,0.0500284,0.013218,0.9856
True,10,0.005,100,500,0.99,3,2,7,1,100,4980,0.0527084,0.0139944,0.9843
True,10,0.005,100,500,0.99,3,2,7,1,100,4990,0.0496528,0.0131121,0.9862
True,10,0.005,100,500,0.99,3,2,7,1,100,-1,2.35266,0.0713461,0.7105
True,10,0.005,100,500,0.99,3,2,7,2,100,0,4.60347,0.0994694,0.0074
True,10,0.005,100,500,0.99,3,2,7,2,100,10,4.11338,0.0990386,0.04
True,10,0.005,100,500,0.99,3,2,7,2,100,20,4.00593,0.0991441,0.0673
True,10,0.005,100,500,0.99,3,2,7,2,100,30,3.82725,0.0986069,0.0714
True,10,0.005,100,500,0.99,3,2,7,2,100,40,3.62511,0.0981464,0.0797
True,10,0.005,100,500,0.99,3,2,7,2,100,50,3.58399,0.0980601,0.0773
True,10,0.005,100,500,0.99,3,2,7,2,100,60,3.52537,0.0979465,0.0785
True,10,0.005,100,500,0.99,3,2,7,2,100,70,3.45448,0.0976653,0.098
True,10,0.005,100,500,0.99,3,2,7,2,100,80,3.73442,0.097857,0.0968
True,10,0.005,100,500,0.99,3,2,7,2,100,90,3.50077,0.0978363,0.0731
True,10,0.005,100,500,0.99,3,2,7,2,100,100,3.33654,0.0974549,0.0986
True,10,0.005,100,500,0.99,3,2,7,2,100,110,3.71686,0.0976137,0.0962
True,10,0.005,100,500,0.99,3,2,7,2,100,120,3.83921,0.0981139,0.0647
True,10,0.005,100,500,0.99,3,2,7,2,100,130,3.63824,0.0973954,0.0996
True,10,0.005,100,500,0.99,3,2,7,2,100,140,3.43718,0.0972015,0.1162
True,10,0.005,100,500,0.99,3,2,7,2,100,150,3.38391,0.0969483,0.1079
