cost,cost_step,batches,learning rate,batch_size,per_batch,dropout,beta,k_conv,n_conv1,n_conv2,n_layer,n_lstm,n_steps,train step,xentropy,rmse,accuracy,xentropy_last,rmse_last,accuracy_last
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,45,5.08443,42.3525,0.432694,5.27056,40.4646,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,46,5.24536,42.3089,0.433186,5.43352,40.4189,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,47,5.40404,42.267,0.433731,5.59877,40.3764,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,48,5.55702,42.2259,0.433938,5.76485,40.3361,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,49,5.70277,42.1845,0.433938,5.92641,40.295,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,50,5.8416,42.1434,0.433886,6.08342,40.2529,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,-1,5.90855,42.1327,0.435701,6.40838,40.721,0.385714
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,51,5.9768,42.1026,0.434042,6.23695,40.211,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,52,6.11031,42.0624,0.433886,6.38776,40.17,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,53,6.24464,42.0232,0.433964,6.53681,40.13,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,54,6.38284,41.9848,0.434224,6.68541,40.0906,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,55,6.5274,41.947,0.434457,6.83411,40.0507,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,56,6.67668,41.9102,0.434742,6.98297,40.0104,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,57,6.8286,41.874,0.435105,7.13141,39.9712,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,58,6.97853,41.8389,0.435261,7.2776,39.9332,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,59,7.12289,41.8052,0.435261,7.41898,39.8954,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,60,7.25968,41.7731,0.435157,7.55351,39.8568,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,61,7.38876,41.7428,0.435183,7.68077,39.8177,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,62,7.51164,41.7147,0.435131,7.80183,39.7792,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,63,7.63111,41.6885,0.435235,7.91875,39.7421,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,64,7.74945,41.6643,0.435286,8.03422,39.7066,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,65,7.86971,41.6411,0.435312,8.14975,39.6723,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,66,7.99221,41.6186,0.435364,8.26438,39.6383,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,67,8.11487,41.597,0.435416,8.37571,39.6044,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,68,8.23426,41.5769,0.43552,8.48133,39.5707,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,69,8.34699,41.5585,0.435753,8.57964,39.5369,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,70,8.45051,41.5422,0.435727,8.66982,39.5025,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,71,8.54312,41.528,0.435675,8.75104,39.4669,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,72,8.62401,41.5161,0.43552,8.82098,39.4295,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,73,8.69327,41.5065,0.435494,8.87602,39.3901,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,74,8.75198,41.4992,0.43539,8.91502,39.3495,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,75,8.80192,41.4942,0.435261,8.94239,39.309,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,76,8.84501,41.4909,0.435105,8.96426,39.2694,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,77,8.88325,41.4885,0.434924,8.98319,39.2302,0.371429
rmse,last,9,0.001,70,555,1.0,0.0,3,2,5,1,10,551,78,8.91867,41.4864,0.434846,8.99394,39.1889,0.371429
